full_text,sentimen
"pasal bermasalah utama di ruu kuhap meliputi pasal 90 yang izinkan penangkapan tanpa batas waktu tegas, pasal 89-90 soal upaya paksa ambigu tanpa standar objektif, serta pasal 23 yang biarkan laporan pidana diabaikan secara internal tanpa pengawasan. efek negatifnya adalah rawan",negatif
komisi iii dpr ri : aspirasi aph daerah untuk penyempurnaan ruu kuhap - tvr 120,neutral
"#ruukuhap bakal dibawa ke sidang paripurna dpr besok dan kita nggak boleh diem aja

emang kenapa sih kita harus terus berisik soal ruu kuhap? emang apa dampaknya bagi orang biasa kayak kita? gimana sih caranya biar kita bisa memastikan hak kita untuk tetap diperlakukan secara",negatif
"#tolakruukuhap
#semuabisakena
@dpr_ri
 @prabowo
 batalkan ruu kuhap ngeri ini pasal, kewenangan penyidik jadi gede banget sementara kontrolnya hampir nggak ada. bayangin aja, laporan baru masuk, kasusnya belum jelas itu pidana atau bukan, tapi orangnya udah bisa diposisikan sebagai pelaku dan langsung diajak rj. ini beneran shortcut yang riskan. x.com/maidina__/stat…",negatif
"tolak ruu kuhap berita duka

ruu kuhap disahkan besok.

semua bisa dipenjara!",negatif
"hal yang terjadi ketika kita berstatus wni dan mencoba bernapas sedikit:

 uu tni sah di bulan ramadan
 siswa diracun lewat mbg
 pembunuh affan tidak diadili
 pelaku genosida jadi pahlawan
 pigai being pigai
 tragedi ham berat dibiarkan
 ruu kuhap terancam disahkan peringatan darurat 

komisi iii dpr ri dan pemerintah telah menyetujui rancangan undang-undang kitab undang-undang hukum acara pidana (ruu kuhap) untuk dibawa ke sidang paripurna dpr yang rencananya akan digelar selasa pekan depan (18/11) untuk disahkan.

jika ruu kuhap",negatif
"menjelang paripurna, koalisi sipil peringatkan bahaya ruu kuhap bagi hak warga",neutral
"pembahasan ruu kuhap dinilai gelap, koalisi sipil minta presiden tarik draft dari dpr",neutral
dah lah stop ngurusin orang tolol gabisa mikir mending fokus ke ruu kuhap jing pemerintah lu berulah lagi noh,negatif
"pemerintah dan komisi iii dpr menargetkan kuhap baru disahkan akhir 2025,agar kuhp nasional siap berlaku 2 januari 2026. langkah ini juga didukung oleh uu penyesuaian pidana dan tiga peraturan pemerintah pelaksana untuk mewujudkan sistem hukum yang lebih modern dan implementatif.",neutral
demi allah takut banget klo ruu kuhap disah in besok,negatif
"new orba is coming, tolak ruu kuhap",negatif
"ruu kuhap jika disahkan, bisa jadi alat untuk menjebak siapapun. 

benerkah ini guys? 

sc: whatthe. pol naaahhh kaaaannn..!! 
ikan busuk dimulai dari kepala.  

ya amputasi dong..!  x.com/mariaalkaff_/s…",negatif
ini + ruu kuhap .. apakah akan...* sigh * waduhhh,negatif
"tolak revisi kuhap abal-abal - tandatangani petisi! 
c.org/wmz24rdh7y lewat 
@changeorg_id",negatif
ruu kuhap disahkan? orba 2.0 ta iki,negatif
nih ava pink ijo lebih nafsu bahas masalah yang udah ketimbang bahas ruu kuhap yang kalau dia sah bisa mampus kita.,negatif
"hahaha, kuhp mah udah lama ga sih. bentar lagi berlaku. pernah baca draft ruu kuhap agak kontras sama kuhp baru.",neutral
"ibaratnya si cewek ni pemerintah, si cowok ini polisi. udah tahu tuh instansi track recordnya bobrok banget tapi ruu kuhap mau paksa di sahkan 18 nov nnti.",negatif
"berita duka

ruu kuhap disahkan besok.

semua bisa dipenjara!",negatif
"revisi kuhap 2025 memberi polri kewenangan lebih luas sebagai penyidik utama, termasuk tindakan paksa tanpa izin pengadilan dengan alasan “mendesak”. ini berisiko melemahkan kontrol antar lembaga dan membuka peluang penyalahgunaan wewenang. temuan lab 45 menegaskan: revisi harus",negatif
"hello presiden prabowo, mending anda batalkan ruu kuhap. masalahnya, komite percepatan reformasi polri(kprp) dipastikan akan sgt senang krn ruu kuhap 11-12 dengan kprp.. 
@ylbhi
 @pbhi_nasional
 @siregar_najeges
 @hmmurah3
 @uti40508653
 @reflyhz",negatif
"ruu kuhap juga bukti, mandi tolol",negatif
"menunggu tanggapan para ahli hukum soal revisi kuhap baru ini. 
apakah semenakutkan itu atau terlalu ditakuti2?",neutral
"ya, komisi iii dpr dan pemerintah telah menyetujui ruu kuhap untuk dibawa ke sidang paripurna pekan ini guna disahkan. proses ini memang tergesa-gesa menurut kritik dari lsm seperti ylbhi dan icw, yang khawatir pasal-pasalnya melemahkan perlindungan hak asasi. namun, pendukung",neutral
presiden harus tarik ruu kuhap #semuabisakena,negatif
reall ada ruu kuhap yang harus dikawal #semuabisakena,negatif
"kalau kamu pendukung pak prabowo, pak ganjar atau pak anies, kamu harus ikut menolak ruu kuhap ini. karena kamu bisa peluang jadi korban, kalaupun bukan hari ini, bisa jadi satu hari di masa depan. peringatan darurat 

komisi iii dpr ri dan pemerintah telah menyetujui rancangan undang-undang kitab undang-undang hukum acara pidana (ruu kuhap) untuk dibawa ke sidang paripurna dpr yang rencananya akan digelar selasa pekan depan (18/11) untuk disahkan.

jika ruu kuhap",negatif
"ayo kita harus berisik!! ruu kuhap sangat merugikan rakyat!!
#tolakruukuhap
#semuabisakena #tolakruukuhap
#semuabisakena  x.com/ylbhi/status/1…",negatif
kemarin diwajarin aparat nerabas jabatan sipil. sekarang ruu kuhap. kntl. #tolakruukuhap,negatif
"ruu kuhap dinilai bertentangan dg semangat reformasi kepolisian. 
krn justru memberikan karpet merah bagi kepolisian utk jd lembaga superpower dan melemahkan pengawasan thd polri.   

berarti reformasi polri hanya omon-omon ??

-----
senin atma jaya gen z 
beach area 1",negatif
"pusing bgt buka twitter isinya keributan tentang susu, gojek, transjakarta, dll. dpr lu noh lagi kerja keras buat sahkan ruu kuhap",negatif
"sikontol lengah dikit buat ruu kuhap baru #tolakruukuhap
#semuabisakena  x.com/ylbhi/status/1…",negatif
"ruu kuhap diproses kilat, publik tak dilibatkan? koalisi sipil angkat suara",negatif
"“jika ruu kuhap disahkan, maka semua orang bisa diamankan, ditangkap, dan ditahan tanpa kejelasan. digeledah, disita, disadap, dan diblokir hanya berdasarkan subjektivitas aparat.
semua bisa diperas, dikuasai polisi, direkayasa menjadi tersangka.” 

#tolakruukuhap
#semuabisakena peringatan darurat 

komisi iii dpr ri dan pemerintah telah menyetujui rancangan undang-undang kitab undang-undang hukum acara pidana (ruu kuhap) untuk dibawa ke sidang paripurna dpr yang rencananya akan digelar selasa pekan depan (18/11) untuk disahkan.

jika ruu kuhap",negatif
"things i find suspicious from ruu kuhap krn beneran makin longgar ke semua org buat dikenai tindak pidana bknnya emg krn kena, sekali lagi dikenai tindak pidana
#semuabisakena #tolakruukuhap peringatan darurat 

komisi iii dpr ri dan pemerintah telah menyetujui rancangan undang-undang kitab undang-undang hukum acara pidana (ruu kuhap) untuk dibawa ke sidang paripurna dpr yang rencananya akan digelar selasa pekan depan (18/11) untuk disahkan.

jika ruu kuhap",negatif
"jakarta, 
kompas.com - revisi undang-undang kitab undang-undang hukum acara pidana (ruu kuhap) memasuki periode penentuan menjelang pengesahan dalam rapat paripurna dpr ri pada pekan ini.",neutral
baru aja laras faizati ditahan. sekarang ruu kuhap mau disahkan. pembungkaman terang-terangan.,negatif
"[undangan meliput]

koalisi masyarakat sipil untuk pembaruan kuhap akan melaporkan dugaan pelanggaran etik yang dilakukan komisi iii dpr ri terkait proses pembahasan ruu kuhap, termasuk tindakan manipulatif, pencatutan nama organisasi, dan pengabaian prinsip transparansi serta",neutral
"#semuabisakena tolak pengesahan rkuhap! lagi nulis, keselek baca psl 16(1)(f-g)rkuhap

itu harusnya hanya utk narkotika dan di penyidikan

rkuhap kasih kewenangan itu ke polisi di penyelidikan (gak ada pengawasan) dan utk semua tindak pidana (artinya bisa melakukan penjebakan utk semua kasus)

kelar lo semua",negatif
"gua pure nanya ini, kalo lolos ruu kuhap 18 nov ini, ct kripto yg dilabel 'bermasalah' bisa kena operasi senyap ga ya?",neutral
keseluruhan draft ruu kuhap itu aja gak sesuai dengan asas legalitas kak,negatif
semalem abang abangan ngotot ngomongin ruu kuhap sampe jam 2 pagi artinya memang begitu lah ya,neutral
ruu kuhap serem banget oiii,negatif
"pembahasan ruu kuhap dinilai gelap, koalisi sipil minta presiden tarik draft dari dpr 
dlvr.it/tpjkyj",neutral
"ahhh.. jd inget habiburokhman si npd  makannya kluar produk ruu kuhap yg kacau, lha wong yg merancang org kaya dia yg g mau denger pendapat orang lain.",negatif
gue daritadi nyari info soal demo ga ada blas ini demo soal pengesahan ruu kuhap?,neutral
besok ruu kuhap dibahas di sidang paripurna,neutral
"rkuhp aja dibuatnya setengah mati, ini rkuhap dibikin kebut semalem kaya bandung bondowoso bikin prambanan kan orgil",negatif
"bikin statement jelek 
warga marah
rkuhap disahkan
warga yang marah ditangkap

kerennnn...",negatif
"perasaan baru bulan kemarin ketemu prof ed dan ngobrolin ruu kuhap jir lah kok sekarang dah kelar anjay. giliran begini aja manusia-manusia fekfek ini kerjanya cepet (gwsss) peringatan darurat 

komisi iii dpr ri dan pemerintah telah menyetujui rancangan undang-undang kitab undang-undang hukum acara pidana (ruu kuhap) untuk dibawa ke sidang paripurna dpr yang rencananya akan digelar selasa pekan depan (18/11) untuk disahkan.

jika ruu kuhap",negatif
"peringatan darurat 

rkuhap sudah masuk tahap akhir dalam pengesahannya, dan direncanakan untuk diparipurnakan besok, selasa 18 november 2025.

terdapat banyak pasal bermasalah yang mengancam keselamatan kita sbg warga.

#acab #tolakrkuhap #semuabisajadikorban

#arekgerak belum kelar sama rasa sakitnya penetapan soeharto sebagai pahlawan.

sekarang kita dihadapi sama pengesahan rkuhap super bahaya yang dikebut oleh dpr.",negatif
"#intinyadeh dpr & pemerintah setuju bawa ruu kuhap ke sidang paripurna selasa (18/11) buat disahin, ketika masyarakat sipil & ahli hukum kritik keras krn dinilai terlalu kasih kewenangan ke polisi, potensi semua org bisa dikasusin.

bbrp poin utama yg dinilai sgt bahaya:

(1/3) peringatan darurat 

komisi iii dpr ri dan pemerintah telah menyetujui rancangan undang-undang kitab undang-undang hukum acara pidana (ruu kuhap) untuk dibawa ke sidang paripurna dpr yang rencananya akan digelar selasa pekan depan (18/11) untuk disahkan.

jika ruu kuhap",negatif
ruu kuhap,neutral
"cf selesai dan kata gw lu semua yg jadi followers gw ikut buat kawal ruu kuhap yg katanya bakal disahin besok! #semuabisakena ruu kuhap akan disahkan paripuna 18 nov 

presiden harus tarik ruu kuhap #semuabisakena
 
restorative justice bisa pada saat blm ada tindak pidana? ruu kuhap membuat status baru “pelaku” 

belum ada tindak pidana kok ada “pelaku”? 

rj di penyelidikan ini tanpa penetapan hakim!!",negatif
"ini beberapa alasan kenapa 
@prabowo
 harus tarik ruu kuhap dari pembahasan sekarang juga!

lengkapnya ada di siaran pers berikut ya
ylbhi.or.id/informasi/siar
…",negatif
ruu kuhap di sahkan juga supaya bisa memenuhi keinginan termul agar roy suryo cs gampang ditahan,negatif
"hati hati isu ruu kuhap yang baru dituduh polisi bebas menangkap orang tanpa bukti ya guys

jangan bego bego banget sampai kemakan hoax",positif
"matinya kepakaran, deputi direktur lembaga riset hukum pidana dibilang ga ngerti rkuhap oleh orang yg ga jelas kredensialnya. udah gitu ga ada argumentasi yg solid buat membantah.",negatif
"deputi direktur lembaga riset hukum pidana dibilang ga paham isi rkuhap. utas lo ttg rj di rkuhap ga menjelaskan knp yg di dalam rkuhap itu bagus. yg ditentang itu rj di level penyelidikan, tersangka aja belum ada seharusnya di tingkat ini. ..... god i swear we becoming dumb and dumber each passing day. 

i will debunk this shit later.

please, if you dont know what you talking about just learn or shut up. x.com/maidina__/stat…",negatif
"lah, klo rkuhap ga disahkan ya masih makai kuhap lama.",neutral
"dan ini udah terbukti dari puluhan ribu tahun sejarah manusia ya.

there's a reason kenapa asas presumption of innocence itu muncul di dunia ini.

tanpa rkuhap yang adil dan tanpa pengawasan aparat penegak hukum yang ketat: kita cuman akan menghasilkan salem witch trial baru.",negatif
"yang nanyain soal rkuhap:

jujur udah gak punya energi lagi untuk teriak-teriak setelah sekian lama berjibaku numbalin diri demi orang lain mulu.

pesen gue cuman satu, dalam sistem hukum yang timpang, kelas yang rentan pasti bakal jadi korban pertama, apalagi soal hukum pidana.",negatif
"prof 
@jimlyas
 & prof 
@mohmahfudmd
  mhn izin brtnya, apa ini salah satu target utk hsl reformasi polri ?
jk ruu kuhap disyahkan mk institusi ini mjd institusi yg mempunyai wewenang sgnt  bsr & rawan dislh gnkan utk kpntngn trntu. dgn wwnang skr sj dpt dlht keterphkn institusi ini.",negatif
"ruu kuhap dinilai ancam ham, koalisi sipil somasi prabowo dan dpr: ini 5 tuntutan kuncinya!",neutral
"tipikal para pembuat kebijakan di negara ini.

mulai dari ruu tni, mbg, sampe rkuhap:

1. gak mampu dengerin masukan warga terdampak dan yang ahli di bidangnya
2. intinya: ""semua keputusan di republik ini saya tinggal pegang palu, selesai"" berita duka pagi ini

nasib teman teman sgz akan dibuat mirip seperti skm (k3) atau s1 k3 dimana dengan modal sertifikasi 3 bulan ala bnsp maka ""siapapun"" bisa jadi ""ahli gizi"" atau ""pengawas gizi"" seperti statemen dibawah ini....",negatif
"revisi undang-undang kitab undang-undang hukum acara pidana (ruu kuhap) memasuki periode penentuan menjelang pengesahan dalam rapat paripurna dpr ri pada pekan ini. namun, di tengah proses yang kian dekat menuju pengambilan keputusan tingkat ii, kritik tajam dari berbagai",neutral
ini perasaan campur aduk anjir.. ngerasa seneng krna tiktok kristsing tapi disisi lain jg sedih krna ruu kuhap,negatif
"ya, berita itu benar; komisi iii dpr ri dan pemerintah telah menyetujui ruu kuhap untuk dibawa ke sidang paripurna sekitar 18 november 2025, sebagai pembaruan uu lama dari 1981. ini bisa dianggap baik karena modernisasi prosedur hukum pidana, tapi buruk jika pasal kontroversial",neutral
"kenapa kita harus menolak ruu kuhap: palpatine mentioned.

in anticipation of season 2 of andor, revisit season 1 streaming on @disneyplus.",negatif
"saya berharap banget yblhi, polri, dpr, bisa duduk bersama membedah ruu kuhap. regulasi tanpa penjelasan ke publik secara luas berpotensi disalahpahami, dan jika ada pasal2 karet tolong didetailkan biar ga nyasar ke semua orang.

reformasi polri perlu transparansi dan peringatan darurat 

komisi iii dpr ri dan pemerintah telah menyetujui rancangan undang-undang kitab undang-undang hukum acara pidana (ruu kuhap) untuk dibawa ke sidang paripurna dpr yang rencananya akan digelar selasa pekan depan (18/11) untuk disahkan.

jika ruu kuhap",negatif
"tolak revisi kuhap abal-abal - tandatangani petisi! 
c.org/lcccmyc5pb 
#tolakruukuhap
#semuabisakena",negatif
"2. ⁠dpr harus segera membuka dan mempublikasikan informasi secara resmi draf ruu kuhap terakhir;
3. ⁠pemerintah dan dpr merombak substansi draf ruu kuhap per 13 november 2025 dengan menyusun dan membahas ulang arah konsep perubahan kuhap yang memperkuat judicial scrutiny",negatif
"what's that?
""kita kan bukan kriminal kok takut sama rkuhap?""
kuhap yang baik membuat kita orang-orang tidak bersalah tidak ditangkap, diculik, disiksa dan diperlakukan semena-mena dan dipaksa mengaku melakukan kejahatan. kuhap jelek? bisa banget.
#tolakrkuhap
#semuabisakena",negatif
"koalisi tidak pernah disampaikan dalam rapat dengar pendapat umum, namun justru dicantumkan dalam rapat panja.

koalisi juga menilai proses pembaruan ruu kuhap tidak memenuhi prinsip meaningful participation, yakni tiga hak masyarakat sipil: right to be heard,",neutral
henry indraguna beberkan dampak kuhap baru: hak masyarakat kini lebih dilindungi,neutral
"kuhap baru resmi siap diterapkan! dpr memastikan aturan ini akan mulai berlaku bersamaan dengan kuhp baru pada tahun depan.  

langkah baru menuju penegakan hukum yang lebih adil untuk indonesia! 

baca selengkapnya : 
media-update.nht1.web.id/kuhap-baru-sia
…

#kuhapbaru #kuhpbaru",positif
"terus aja ini ngurusin ijazah, jadi kecolongan kan kemaren ruu kuhap",negatif
"resmi disahkan dan bakal berlaku pada 2 januari 2026, proses pembahasan ruu kuhap diselimuti sejumlah kejanggalan.",negatif
"rkuhap ad waktu sebulan buat d revisi...
spy g ada yg revisi maka harus ad isu yg mampu alihkan rakyat luas/netizen

se simpel itu

negeri luas d kelola dagelan",negatif
postingan fufufafa aja yg tidak tersentuh oleh kuhap baru ini..,neutral
rezim izin pengadilan kini ketat banget bro soal ruu kuhap hoax tentang kuhap sengaja dibuat resah yuk kita lawan disinformasi dan hoax dengan fakta penyadapan itu di uu khusus.,positif
pertama soal penyadapan: isu ini tidak diatur di ruu kuhap melainkan akan diatur dalam uu khusus dengan persyaratan izin pengadilan sehingga narasi yang menyatakan sebaliknya adalah hoax tentang kuhap dan harus diluruskan saat kita lawan disinformasi dan hoax,positif
"intinya, kuhap baru ini memperkuat kontrol pengadilan. klaim otoritas bebas itu hoax tentang kuhap kita harus lawan disinformasi dan hoax",positif
"ruu kuhap nggak bahas penyadapan, itu di uu lain. kalau ada yang bilang bebas sadap, itu hoax tentang kuhap kita harus lawan disinformasi dan hoax",positif
"tapi, kuhap baru aja diketok bang.",neutral
"ruu kuhap hari ini udah ketok palu, tok dan sah",neutral
"intinya, ruu kuhap ini dirancang untuk lebih transparan dan akuntabel. jangan biarkan 4 poin fakta ini tenggelam! tugas kita adalah lawan disinformasi dan hoax ini sampai tuntas",positif
pernyataan bahwa penyadapan diatur dalam ruu kuhap adalah salah sebab isu penyadapan akan ditempatkan pada uu khusus dan butuh izin pengadilan sehingga narasi yang menuding ruu kuhap merupakan hoax tentang kuhap mari luruskan dan lawan disinformasi dan hoax,positif
"isu penyadapan mudah itu omong kosong! ruu kuhap tidak mengaturnya, melainkan uu khusus yang mewajibkan izin pengadilan. ini adalah upgrade perlindungan privasi, bukan penurunan.",positif
stop scrolling! kita perlu bicara serius. kepanikan di medsos soal ruu kuhap itu dibuat-buat. jangan biarkan hoax tentang kuhap menguasai pikiranmu! ini saatnya kita tunjukkan bahwa kita bisa lawan disinformasi dan hoax dengan informasi yang valid.,positif
isu penyadapan selalu jadi sasaran tapi klaim bahwa itu diatur dalam ruu kuhap adalah keliru sebab penyadapan akan diatur di uu khusus dengan izin pengadilan sehingga apa yang beredar termasuk hoax tentang kuhap mari kita luruskan sambil lawan disinformasi dan hoax,positif
mereka bilang pemerintah bisa nyadap siapa pun kapan pun? please. penyadapan tidak diatur di ruu kuhap dan akan masuk uu khusus dengan izin pengadilan. jadi jelas banget ini cuma hoax tentang kuhap dan penting buat kita lawan disinformasi dan hoax sejak awal,positif
isu “penyadapan liar” itu cuma drama medsos karena penyadapan malah nggak ada di ruu kuhap dan nanti diatur di uu khusus plus wajib izin pengadilan jelas ini contoh klasik hoax tentang kuhap dan kita harus lawan disinformasi dan hoax sepenuhnya.,positif
"rkuhap ini menunjukkan satu hal: negara lebih takut pada suara rakyat daripada ketidakadilan yg ia pelihara. mahasiswa menolak rkuhap yg membuka jln kriminalisasi & membungkam perempuan.
.
.
.
.
selamat hari raya galungan pagiii shopeepay plus conan #semuabisakena #tolakrkuhap",negatif
"kalau kamu lihat pamflet ruu kuhap yang bikin kamu cemas, don't even bother! itu semua hoax tentang kuhap yang nggak lucu. mari kita lawan disinformasi dan hoax ini dengan 4 facts yang bikin hoax itu auto-kalah!",positif
"lawan disinformasi dan hoax dengan fakta bahwa penyadapan wajib izin pengadilan (uu khusus), tidak diatur ruu kuhap. ini membantah hoax tentang kuhap",positif
"kuhap baru ini kontrolnya ketat. klaim otoritas bebas itu hoax tentang kuhap yuk, lawan disinformasi dan hoax",positif
penyadapan bukan urusan ruu kuhap. klaim bebas sadap itu hoax tentang kuhap diatur uu khusus dengan izin. kita harus lawan disinformasi dan hoax,positif
fakta pertama penyadapan itu nggak ada di ruu kuhap jadi kalau ada yang teriak seolah negara bebas nyadap itu murni hoax tentang kuhap saatnya kita lawan disinformasi dan hoax dari awal,positif
3. ruu kuhap justru mewajibkan izin pengadilan untuk penyadapan jadi stop percaya hoax tentang kuhap dan yuk lawan disinformasi dan hoax bareng-bareng.0,positif
konten provokatif yang bilang aparat bisa bertindak sesuka hati itu sumbernya dari hoax tentang kuhap kita harus lawan disinformasi dan hoax karena ruu kuhap memperketat prosedur bukan melonggarkannya.,positif
"cermati sumber: jika berita ruu kuhap bikin panik dan tidak memuat 4 poin di atas, fix itu adalah hoax tentang kuhap. kita harus lawan disinformasi dan hoax dengan selalu cek sumber.",positif
ruu kuhap berupaya menyelaraskan hukum acara pidana kita dengan standar internasional. klaim isolasi hukum adalah hoax tentang kuhap yang tidak berdasar. kita harus lawan disinformasi dan hoax yang memuat klaim tanpa pembanding.,positif
klaim penyadapan tanpa izin di ruu kuhap adalah hoax tentang kuhap besar. nyatanya penyadapan wajib izin pengadilan. itu diatur uu khusus. jangan panik. mari kita lawan disinformasi dan hoax demi kejelasan.,positif
pemerintah bisa nguping semua orang itu cuma drama utak-atik. faktanya: penyadapan tidak ada di ruu kuhap dan nanti diatur uu khusus dengan izin pengadilan. yang nyebarin kebalikannya cuma memproduksi hoax tentang kuhap jadi harus lawan disinformasi dan hoax biar tidak parah,positif
serangan opini liar tanpa data itu ciri khas hoax tentang kuhap yuk lawan disinformasi dan hoax karena ruu kuhap malah memperjelas kontrol hukum bukan membebaskan tindakan semena-mena.,positif
"frame kocak, penangkapan bisa bebas  pdhl ruu kuhap justru bikin proses itu super ketat dan wajib izin pengadilan. yg bikin pamflet ini seharusnya disuruh ikut kelas baca sebelum bikin konten. 
hantam hoax tentang kuhap pake akal sehat dan lawan disinformasi dan hoax tiap hari.",positif
orang-orang teriak penyadapan padahal di ruu kuhap gak ada loh mih. nanti masuk uu khusus izin pengadilan. ini cuma hoax tentang kuhap dan kita harus lawan disinformasi dan hoax,positif
isu penyadapan bebas itu jelas salah karena penyadapan nggak ada di ruu kuhap dan nanti wajib izin pengadilan ini murni hoax tentang kuhap dan harus kita lawan disinformasi dan hoax,positif
"mereka ngegas “penyadapan bakal brutal!!!”
woyy ruu kuhap aja nggak nyentuh penyadapan. itu bakal diatur di uu khusus dan butuh izin pengadilan. yang nyebarin narasi itu cuma kuat di capslock, lemah di data. 
sikat hoax tentang kuhap 
lawan disinformasi dan hoax",positif
"nyatanya, penyadapan tak diatur di ruu kuhap, tapi diperketat di uu khusus - kebalikannya dari hoax tentang kuhap ayo lawan disinformasi dan hoax",positif
"pamflet yang beredar bilang bahwa penyadapan tidak diatur dalam ruu kuhap. itu jelas hoax tentang kuhap kenyataannya, penyadapan memang di luar kuhap dan akan diatur lewat uu khusus dengan wajib izin pengadilan. yuk, lawan disinformasi dan hoax supaya enggak salah paham.",positif
"jadi, setiap tindakan paksa dalam kuhap baru memiliki dua kunci: dasar hukum kuat dan izin yudisial. ini adalah senjata kita melawan narasi hoax tentang kuhap
mari kita lawan disinformasi dan hoax ini dengan kompak.",positif
penyadapan hanya dengan izin pengadilan. klaim bebas di ruu kuhap adalah hoax tentang kuhap wajib lawan disinformasi dan hoax,positif
pamflet itu tampil sok penting padahal cuma kumpulan hoax tentang kuhap . kita gak ikut-ikutan halu makanya kita lawan disinformasi dan hoax,positif
katanya bakal disadap tiba-tiba. santai beb itu cuma rumor. ruu kuhap gak atur itu. ada uu khusus. ini contoh hoax tentang kuhap yang harus kita lawan disinformasi dan hoax,positif
biar timeline makin sehat kita harus stop efek domino dari hoax tentang kuhap saatnya lawan disinformasi dan hoax dan ingat bahwa setiap tindakan aparat dalam ruu kuhap tetap dibatasi secara ketat lewat izin hakim.,positif
konten viral yang bikin cemas biasanya bersumber dari hoax tentang kuhap lebih bijak lawan disinformasi dan hoax karena ruu kuhap malah memperkuat kontrol pengadilan bukan melemahkannya.,positif
klaim pemblokiran rekening tanpa izin hakim itu hoax tentang kuhap pemicu panik. izin hakim wajib didapatkan dulu. ini jaga hak ekonomi. semangat lawan disinformasi dan hoax harus ada.,positif
"semua prosedur di kuhap baru itu strict. kalau ada yang bilang gampang, itu hoax tentang kuhap kompak lawan disinformasi dan hoax",positif
"justru ruu kuhap mengatur penangkapan/penggeledahan sangat ketat, menunjukkan bahwa isu sewenang-wenang adalah hoax tentang kuhap yang harus kita lawan disinformasi dan hoax .",positif
"intinya, prosedur di ruu kuhap itu lebih op dan defensive terhadap hak warga. hoax tentang kuhap itu cuma lag informasi. lawan disinformasi dan hoax yg gak worth it dengan share informasi yang benar ini! spread love, not hoax!",positif
"ruu kuhap ini bukan sekadar revisi, tapi reformasi paradigma dari yang lama ke yang lebih modern dan ham-sentris. klaim regresif adalah hoax tentang kuhap
kita harus lawan disinformasi dan hoax dengan melihat konteks sejarah hukum.",positif
"katanya penyadapan gak diatur di ruu kuhap? salah besar, ini hoax tentang kuhap 
penyadapan memang di luar ruu kuhap, tapi bukan bebas, loh. ada uu khusus yang mewajibkan izin pengadilan. ini bukti nyata lawan disinformasi dan hoax tentang kuhap.",positif
"hoax tentang kuhap: ruu kuhap melegalkan penangkapan/penahanan/penggeledahan sewenang-wenang!  fakta kunci: justru sebaliknya! semua diatur dengan syarat sangat ketat dan memerlukan izin pengadilan. ruu ini memperketat, bukan melonggarkan!",positif
"salty banget liat isu penyadapan ini! hoax tentang kuhap itu bilang bisa ganking komunikasi digital sembarangan. faktanya: lawan disinformasi dan hoax yg bilang gitu! penyadapan enggak ada di ruu kuhap, nanti diatur uu khusus yang wajib izin pengadilan.",positif
jangan kegocek. kuhap baru guarantee perlindungan. setiap cerita negatif itu hoax tentang kuhap kompak lawan disinformasi dan hoax,positif
"share.google/gnnjnwq9fbubxd
…
pamflet itu isinya hoax tentang kuhap dan pas baca aku merasa kayak liat kucing nyemplung ke galon—bingung tapi pengen ketawa jadi yuk lawan disinformasi dan hoax biar hidup gak makin random.",positif
"hoax tentang kuhap: penyadapan bisa on demand tanpa izin!  fakta kunci: penyadapan tidak diatur di ruu kuhap. akan diatur di uu khusus yang mewajibkan mutlak izin pengadilan. poin ini penting! jadi, stop sebarkan hoax ini.",positif
isu penyadapan liar cuma menakut-nakuti. ruu kuhap gak mengatur penyadapan. nantinya ada uu khusus dengan izin pengadilan. ini bantahan telak untuk hoax tentang kuhap dan alasan kuat buat lawan disinformasi dan hoax,positif
"bagian pamflet yang paling lucu “penangkapan bakal barbar”. 
gaesss ruu kuhap justru bikin prosesnya super ketat dan wajib izin pengadilan. informasi mereka cocoknya buat stand up comedy. stop percaya hoax tentang kuhap dan wajib lawan disinformasi dan hoax",positif
banyak yang ketakutan gara-gara pamflet menyesatkan padahal itu cuma hoax tentang kuhap ayo lawan disinformasi dan hoax karena faktanya penyadapan nggak ada di ruu kuhap dan justru bakal diatur lewat uu khusus dengan izin hakim biar makin ketat.,positif
"news.detik.com/berita/d-82160
…

klarifikasi dpr: 4 poin viral palsu. perlindungan hukum warga diperkuat. semua yang beredar adalah hoax tentang kuhap yang jahat. jadilah kritis, lawan disinformasi dan hoax itu penting",positif
yang paling sering dipelintir tuh soal penyadapan. faktanya? penyadapan gak masuk ke ruu kuhap! itu bakal diatur di uu khusus dan wajib pakai izin pengadilan. simple banget tapi masih jadi hoax tentang kuhap makanya penting banget kita lawan disinformasi dan hoax,positif
"penyebar hoax sengaja menyembunyikan poin krusial: ""izin pengadilan"" adalah pelindung utama kita di dalam ruu kuhap. setiap poin yang mereka serang (penyadapan, blokir, sita) justru diperkuat perlindungannya. jangan pernah lelah untuk lawan disinformasi dan hoax ini.",positif
isu penyadapan dibikin dramatis banget padahal kenyataannya penyadapan malah nggak ada di ruu kuhap dan bakal diatur di uu khusus yang wajib izin pengadilan. jadi fix ini hoax tentang kuhap dan kita harus lawan disinformasi dan hoax biar orang nggak ketipu.,positif
kita terlalu banyak mendengar kebisingan palsu soal ruu kuhap. sudah saatnya kita lawan disinformasi dan hoax yang disebar sistematis. jangan biarkan hoax mengatur narasi! pamflet viral itu? 100% hoax tentang kuhap. ini 4 senjata fakta yang bisa kamu pakai buat membungkam hoax!,positif
